,size,max_weight,min_weight,mean_weight,max_singular_value,min_singular_value_90,sum_singular_values_90,num_rank_90,rank90_ratio,compression_factor,top_r,avg_p1_error,relative_p1_error,p2_error
layers.19.mlp.up_proj.weight,"[11008, 4096]",0.486328125,-0.5703125,-4.97E-06,5.917182922,1.151105881,6664.558442,3286,0.802246094,0.5,1492,0.008621276,58.58722698,72.67147827
layers.19.mlp.down_proj.weight,"[4096, 11008]",0.68359375,-0.96875,-1.79E-06,5.590488434,1.154981971,6640.780422,3308,0.807617188,0.5,1492,0.008678658,59.52836804,73.17350769
layers.20.self_attn.q_proj.weight,"[4096, 4096]",0.8828125,-1.0546875,2.49E-06,13.33085918,0.61683023,4042.302236,2509,0.612548828,0.5,1024,0.008522181,48.73077475,44.35536194
layers.20.self_attn.k_proj.weight,"[4096, 4096]",0.328125,-0.328125,2.49E-06,14.21616077,0.628287911,4113.87806,2515,0.614013672,0.5,1024,0.008715348,49.21049986,45.34450531
layers.20.self_attn.v_proj.weight,"[4096, 4096]",0.126953125,-0.163085938,-3.92E-06,2.747546673,0.553751349,3411.715383,2692,0.657226563,0.5,1024,0.008067228,58.27772794,41.49943542
layers.20.self_attn.o_proj.weight,"[4096, 4096]",0.57421875,-0.578125,-4.53E-07,6.583787918,0.565759182,3430.651702,2725,0.665283203,0.5,1024,0.008300249,60.43178127,42.65373993
layers.20.mlp.gate_proj.weight,"[11008, 4096]",0.287109375,-0.322265625,-3.70E-05,12.73950672,1.178910375,6991.635854,3259,0.795654297,0.5,1492,0.008808397,56.30555727,74.26999664
layers.20.mlp.up_proj.weight,"[11008, 4096]",0.30859375,-0.318359375,-4.95E-08,6.109983444,1.145205498,6649.605749,3282,0.801269531,0.5,1492,0.008576839,58.30187793,72.28858185
layers.20.mlp.down_proj.weight,"[4096, 11008]",1.109375,-0.55078125,-3.39E-07,5.163437366,1.173786521,6668.846589,3314,0.809082031,0.5,1492,0.008806738,60.40659402,74.21920013
layers.21.self_attn.q_proj.weight,"[4096, 4096]",0.94140625,-0.71484375,-6.46E-07,12.78244114,0.615481973,3996.272171,2524,0.616210938,0.5,1024,0.008551678,50.07227583,44.5698204
layers.21.self_attn.k_proj.weight,"[4096, 4096]",0.375,-0.310546875,2.18E-07,13.34149647,0.622874558,4048.969227,2527,0.616943359,0.5,1024,0.008702839,50.66909368,45.33814621
layers.21.self_attn.v_proj.weight,"[4096, 4096]",0.1796875,-0.172851563,-2.00E-06,3.213428497,0.566461682,3500.306373,2686,0.655761719,0.5,1024,0.008216031,57.60093145,42.28961182
layers.21.self_attn.o_proj.weight,"[4096, 4096]",0.5390625,-0.55078125,-1.23E-06,5.629275322,0.584333003,3525.183847,2740,0.668945313,0.5,1024,0.008569097,60.95307281,44.01290894
layers.21.mlp.gate_proj.weight,"[11008, 4096]",0.28515625,-0.296875,-3.87E-05,12.13671398,1.189233422,7048.609345,3261,0.796142578,0.5,1492,0.008887538,56.39514942,74.92394257
layers.21.mlp.up_proj.weight,"[11008, 4096]",0.201171875,-0.233398438,-1.36E-06,5.696828842,1.141685009,6639.908224,3282,0.801269531,0.5,1492,0.008563049,58.29279562,72.14736176
layers.21.mlp.down_proj.weight,"[4096, 11008]",0.734375,-0.7109375,1.55E-06,4.881747723,1.169891477,6662.37858,3310,0.808105469,0.5,1492,0.008781892,60.22014699,73.99180603
layers.22.self_attn.q_proj.weight,"[4096, 4096]",0.875,-0.5859375,1.59E-06,12.96452236,0.643904388,4128.570206,2533,0.618408203,0.5,1024,0.00895782,51.10968065,46.76057816
layers.22.self_attn.k_proj.weight,"[4096, 4096]",0.287109375,-0.31640625,-4.98E-06,13.39008045,0.654584944,4194.993241,2541,0.620361328,0.5,1024,0.009161375,51.85433526,47.77445984
layers.22.self_attn.v_proj.weight,"[4096, 4096]",0.102539063,-0.154296875,-2.16E-06,2.724560261,0.579169035,3546.553774,2708,0.661132813,0.5,1024,0.008436317,58.98128523,43.3860321
layers.22.self_attn.o_proj.weight,"[4096, 4096]",0.7734375,-0.7421875,2.62E-06,7.594939709,0.585550189,3527.312103,2741,0.669189453,0.5,1024,0.008567443,61.04250842,44.01721573
layers.22.mlp.gate_proj.weight,"[11008, 4096]",0.37109375,-0.34375,-1.79E-05,11.91812229,1.196506619,7090.616359,3265,0.797119141,0.5,1492,0.008949202,56.41822559,75.42869568
layers.22.mlp.up_proj.weight,"[11008, 4096]",0.275390625,-0.177734375,-9.57E-07,5.323743343,1.140476704,6635.57172,3284,0.801757813,0.5,1492,0.008554484,58.2578116,72.06440735
layers.22.mlp.down_proj.weight,"[4096, 11008]",0.33203125,-0.388671875,-2.12E-06,5.277320862,1.167321444,6661.387973,3305,0.806884766,0.5,1492,0.00877568,60.14047093,73.92887115
layers.23.self_attn.q_proj.weight,"[4096, 4096]",0.69140625,-0.81640625,6.81E-06,12.50559998,0.672806442,4216.972122,2581,0.630126953,0.5,1024,0.009449106,54.04433639,49.24630356
layers.23.self_attn.k_proj.weight,"[4096, 4096]",0.3125,-0.2890625,-5.08E-06,12.87934685,0.676569939,4247.785108,2584,0.630859375,0.5,1024,0.009527191,54.24266221,49.60286331
layers.23.self_attn.v_proj.weight,"[4096, 4096]",0.13671875,-0.153320313,3.32E-06,3.020344496,0.605008423,3711.177483,2708,0.661132813,0.5,1024,0.008824643,58.9384766,45.37217331
layers.23.self_attn.o_proj.weight,"[4096, 4096]",0.484375,-0.484375,3.43E-06,5.503468513,0.610818923,3700.373518,2734,0.667480469,0.5,1024,0.008938507,60.4378117,45.91822433
layers.23.mlp.gate_proj.weight,"[11008, 4096]",0.416015625,-0.361328125,-1.39E-05,10.91364002,1.203674197,7114.988102,3272,0.798828125,0.5,1492,0.009017961,56.80526588,76.00796509
layers.23.mlp.up_proj.weight,"[11008, 4096]",0.225585938,-0.296875,8.05E-07,4.903337955,1.150612116,6683.163163,3290,0.803222656,0.5,1492,0.008643958,58.57149447,72.80982208
layers.23.mlp.down_proj.weight,"[4096, 11008]",1.3125,-0.60546875,3.89E-06,5.86552,1.162617803,6682.055113,3299,0.805419922,0.5,1492,0.008746264,59.58803345,73.68506622
layers.24.self_attn.q_proj.weight,"[4096, 4096]",1.03125,-0.59765625,2.46E-06,12.38664532,0.598343968,3906.38727,2496,0.609375,0.5,1024,0.008299381,49.50940565,43.4259491
layers.24.self_attn.k_proj.weight,"[4096, 4096]",0.296875,-0.330078125,9.86E-06,13.1726799,0.605706096,3945.788922,2508,0.612304688,0.5,1024,0.008432722,50.29980789,44.07035065
layers.24.self_attn.v_proj.weight,"[4096, 4096]",0.184570313,-0.110351563,2.03E-06,3.218632221,0.59360683,3657.590317,2701,0.659423828,0.5,1024,0.008621769,58.04882469,44.36886215
layers.24.self_attn.o_proj.weight,"[4096, 4096]",0.65234375,-0.73046875,-2.04E-06,6.672455788,0.607077897,3659.501655,2742,0.669433594,0.5,1024,0.008895634,61.05088726,45.70687103
layers.24.mlp.gate_proj.weight,"[11008, 4096]",0.306640625,-0.34765625,-1.45E-05,10.87312889,1.21305263,7148.595634,3276,0.799804688,0.5,1492,0.009084751,57.09952329,76.57888794
layers.24.mlp.up_proj.weight,"[11008, 4096]",0.198242188,-0.197265625,5.90E-06,4.689720154,1.159557223,6714.639534,3294,0.804199219,0.5,1492,0.008710984,58.84142383,73.36217499
layers.24.mlp.down_proj.weight,"[4096, 11008]",0.7265625,-0.6640625,1.77E-08,5.610479832,1.157761216,6690.815633,3294,0.804199219,0.5,1492,0.008708394,59.10836238,73.36392212
layers.25.self_attn.q_proj.weight,"[4096, 4096]",0.58203125,-0.64453125,1.09E-06,11.85754013,0.647203088,4105.490893,2577,0.629150391,0.5,1024,0.009126281,53.387958,47.46008682
layers.25.self_attn.k_proj.weight,"[4096, 4096]",0.365234375,-0.283203125,6.85E-06,12.29486561,0.657100797,4150.303739,2590,0.632324219,0.5,1024,0.009317094,54.41572101,48.38649368
layers.25.self_attn.v_proj.weight,"[4096, 4096]",0.125976563,-0.125976563,3.67E-06,3.1827209,0.625781834,3822.585908,2713,0.662353516,0.5,1024,0.00911659,59.14910155,46.87683487
layers.25.self_attn.o_proj.weight,"[4096, 4096]",0.65234375,-0.439453125,-2.11E-07,4.821978092,0.619654179,3779.919245,2721,0.664306641,0.5,1024,0.009058043,59.5631205,46.5425415
layers.25.mlp.gate_proj.weight,"[11008, 4096]",0.455078125,-0.5546875,-1.84E-05,10.78770733,1.223145843,7183.075314,3282,0.801269531,0.5,1492,0.009171804,57.58108853,77.304039
layers.25.mlp.up_proj.weight,"[11008, 4096]",0.251953125,-0.239257813,-2.26E-06,4.954108238,1.170481324,6756.541602,3299,0.805419922,0.5,1492,0.008796567,59.16577085,74.08078003
layers.25.mlp.down_proj.weight,"[4096, 11008]",0.322265625,-1.03125,5.12E-06,5.314708233,1.152351499,6697.752171,3290,0.803222656,0.5,1492,0.008655621,58.47257259,72.92581177
layers.26.self_attn.q_proj.weight,"[4096, 4096]",0.6875,-0.86328125,2.91E-06,12.87901878,0.611252904,3930.403517,2530,0.617675781,0.5,1024,0.008471574,50.54568302,44.21713638
layers.26.self_attn.k_proj.weight,"[4096, 4096]",0.35546875,-0.345703125,8.66E-06,13.28798866,0.622958004,3992.687655,2545,0.621337891,0.5,1024,0.008706546,51.70918968,45.39849091
layers.26.self_attn.v_proj.weight,"[4096, 4096]",0.196289063,-0.178710938,-1.51E-06,3.640874386,0.626805186,3854.054563,2702,0.659667969,0.5,1024,0.009089833,58.24335674,46.7973671
layers.26.self_attn.o_proj.weight,"[4096, 4096]",0.62890625,-0.6875,2.56E-06,6.850986004,0.633827031,3865.09087,2723,0.664794922,0.5,1024,0.009257896,59.95569091,47.61302948
layers.26.mlp.gate_proj.weight,"[11008, 4096]",0.30078125,-0.408203125,-1.90E-05,11.18066692,1.230348706,7215.750999,3287,0.802490234,0.5,1492,0.009237329,57.92974307,77.86138916
layers.26.mlp.up_proj.weight,"[11008, 4096]",0.2578125,-0.3671875,2.14E-06,5.858986855,1.178964019,6790.470712,3306,0.807128906,0.5,1492,0.008865089,59.42103732,74.65829468
layers.26.mlp.down_proj.weight,"[4096, 11008]",0.578125,-0.396484375,1.19E-07,5.007257938,1.152816057,6712.192936,3292,0.803710938,0.5,1492,0.008659023,58.32363526,72.95088959
layers.27.self_attn.q_proj.weight,"[4096, 4096]",0.70703125,-0.79296875,9.12E-07,13.17096329,0.679852664,4265.452103,2631,0.642333984,0.5,1024,0.009714277,55.09171084,50.24760437
layers.27.self_attn.k_proj.weight,"[4096, 4096]",0.2890625,-0.28125,4.12E-06,14.03940868,0.694299817,4333.202264,2642,0.645019531,0.5,1024,0.009963294,55.98894541,51.51367188
layers.27.self_attn.v_proj.weight,"[4096, 4096]",0.1328125,-0.120117188,5.26E-06,3.323970079,0.646795452,3919.617805,2728,0.666015625,0.5,1024,0.009458736,60.3243205,48.62905884
layers.27.self_attn.o_proj.weight,"[4096, 4096]",0.6328125,-0.5625,-6.77E-06,5.648350716,0.641589701,3900.302432,2727,0.665771484,0.5,1024,0.009364128,59.86776601,48.10499191
layers.27.mlp.gate_proj.weight,"[11008, 4096]",0.298828125,-0.6328125,-1.41E-05,11.54013824,1.238623023,7237.701594,3294,0.804199219,0.5,1492,0.009302298,58.38576884,78.42170715
layers.27.mlp.up_proj.weight,"[11008, 4096]",0.225585938,-0.345703125,-2.90E-06,6.998183727,1.188101172,6831.394918,3312,0.80859375,0.5,1492,0.008936564,59.61150855,75.25828552
layers.27.mlp.down_proj.weight,"[4096, 11008]",0.50390625,-0.76171875,4.99E-06,5.161794186,1.154017329,6737.123919,3294,0.804199219,0.5,1492,0.008670254,58.1168837,73.05420685
layers.28.self_attn.q_proj.weight,"[4096, 4096]",0.62890625,-0.76953125,2.06E-06,12.76785946,0.644669414,4080.956727,2592,0.6328125,0.5,1024,0.00911194,53.50832529,47.30461121
layers.28.self_attn.k_proj.weight,"[4096, 4096]",0.322265625,-0.369140625,-9.98E-06,13.52104282,0.662949622,4166.02084,2607,0.636474609,0.5,1024,0.009419768,54.679964,48.85746002
layers.28.self_attn.v_proj.weight,"[4096, 4096]",0.166992188,-0.163085938,-1.08E-06,3.691907644,0.664301574,4034.867995,2723,0.664794922,0.5,1024,0.00969875,60.10137637,49.87921524
layers.28.self_attn.o_proj.weight,"[4096, 4096]",0.390625,-0.78125,1.56E-06,6.082360268,0.652261019,3992.597477,2713,0.662353516,0.5,1024,0.00951226,59.18695773,48.93070221
layers.28.mlp.gate_proj.weight,"[11008, 4096]",0.287109375,-0.3984375,-2.06E-07,11.48188782,1.23175478,7204.330281,3298,0.805175781,0.5,1492,0.009255028,58.44264276,78.02663422
layers.28.mlp.up_proj.weight,"[11008, 4096]",0.279296875,-0.376953125,-2.81E-06,9.042811394,1.197113514,6891.03816,3315,0.809326172,0.5,1492,0.00900093,59.4819511,75.81546783
layers.28.mlp.down_proj.weight,"[4096, 11008]",0.56640625,-1,-1.19E-06,4.942698956,1.175469637,6816.256233,3306,0.807128906,0.5,1492,0.00883619,58.90892363,74.46107483
layers.29.self_attn.q_proj.weight,"[4096, 4096]",0.81640625,-0.7421875,2.47E-06,13.2834959,0.595421314,3849.868441,2548,0.622070313,0.5,1024,0.008309949,50.47132073,43.20225525
layers.29.self_attn.k_proj.weight,"[4096, 4096]",0.328125,-0.3671875,-3.24E-06,14.18039894,0.608428776,3921.876529,2561,0.625244141,0.5,1024,0.008545188,51.51126145,44.38589096
layers.29.self_attn.v_proj.weight,"[4096, 4096]",0.124023438,-0.130859375,2.33E-07,4.772663593,0.659232557,4030.251043,2711,0.661865234,0.5,1024,0.009620551,59.28537453,49.4948349
layers.29.self_attn.o_proj.weight,"[4096, 4096]",0.6328125,-0.5859375,-8.72E-07,6.856410027,0.667652428,4056.856007,2722,0.664550781,0.5,1024,0.009758063,59.93314805,50.15303421
layers.29.mlp.gate_proj.weight,"[11008, 4096]",0.46484375,-0.384765625,-1.29E-06,12.05681229,1.23339808,7219.138114,3300,0.805664063,0.5,1492,0.009272291,58.55312707,78.18579102
layers.29.mlp.up_proj.weight,"[11008, 4096]",0.546875,-0.51171875,-4.70E-07,11.30586338,1.199037552,6932.488346,3314,0.809082031,0.5,1492,0.009021278,59.15393795,76.01339722
layers.29.mlp.down_proj.weight,"[4096, 11008]",0.498046875,-0.984375,3.34E-06,4.425448418,1.18860054,6863.020235,3315,0.809326172,0.5,1492,0.008940579,59.47141484,75.34880829
layers.30.self_attn.q_proj.weight,"[4096, 4096]",0.81640625,-0.75,-3.82E-06,13.09634399,0.6298002,3995.766438,2613,0.637939453,0.5,1024,0.0089471,53.51401142,46.30335617
layers.30.self_attn.k_proj.weight,"[4096, 4096]",0.369140625,-0.34375,-5.79E-06,13.79963875,0.646424115,4084.419755,2622,0.640136719,0.5,1024,0.009218654,54.3094295,47.66966629
layers.30.self_attn.v_proj.weight,"[4096, 4096]",0.5,-0.43359375,-4.94E-06,3.746246576,0.686939597,4160.283704,2731,0.666748047,0.5,1024,0.010056636,60.49462344,51.69631195
layers.30.self_attn.o_proj.weight,"[4096, 4096]",0.625,-0.51953125,-8.55E-06,6.860249519,0.684491456,4165.120313,2728,0.666015625,0.5,1024,0.010025846,60.1035585,51.52183533
layers.30.mlp.gate_proj.weight,"[11008, 4096]",0.7109375,-0.796875,-1.41E-07,19.72405052,1.247441292,7320.142289,3299,0.805419922,0.5,1492,0.009379637,58.42514519,79.18029785
layers.30.mlp.up_proj.weight,"[11008, 4096]",0.7109375,-0.77734375,-2.60E-07,19.93757629,1.196455598,6960.061898,3311,0.808349609,0.5,1492,0.008989004,58.48229493,75.79108429
layers.30.mlp.down_proj.weight,"[4096, 11008]",1.046875,-1.3046875,-1.26E-06,4.523618698,1.184467912,6832.866323,3320,0.810546875,0.5,1492,0.008910143,59.8286061,75.19496918
layers.31.self_attn.q_proj.weight,"[4096, 4096]",0.41796875,-0.66796875,2.96E-06,15.02593899,0.580200255,3807.425648,2539,0.619873047,0.5,1024,0.007996933,47.28498393,41.44247055
layers.31.self_attn.k_proj.weight,"[4096, 4096]",0.404296875,-0.400390625,-9.34E-06,16.38412476,0.610311568,3987.078544,2545,0.621337891,0.5,1024,0.008444711,48.50026594,43.8068161
layers.31.self_attn.v_proj.weight,"[4096, 4096]",0.3828125,-0.390625,-2.07E-06,4.009765625,0.611409068,3746.216802,2707,0.660888672,0.5,1024,0.008883213,58.86824912,45.73830032
layers.31.self_attn.o_proj.weight,"[4096, 4096]",1.3125,-1.2734375,-8.43E-06,10.56890965,0.60537982,3726.950273,2687,0.656005859,0.5,1024,0.008785633,58.34953638,45.29919434
layers.31.mlp.gate_proj.weight,"[11008, 4096]",0.30859375,-0.380859375,-7.20E-07,19.99747276,1.274738431,7570.213259,3289,0.802978516,0.5,1492,0.00956093,56.6678104,80.94238281
layers.31.mlp.up_proj.weight,"[11008, 4096]",0.578125,-0.75390625,-5.61E-07,19.93992043,1.208500862,7150.461009,3300,0.805664063,0.5,1492,0.009072693,56.6363253,76.62963867
layers.31.mlp.down_proj.weight,"[4096, 11008]",1.7734375,-1.40625,1.50E-06,7.831622601,1.153767586,6763.740855,3305,0.806884766,0.5,1492,0.008652302,58.53099847,73.36975098
